video,Time(s)-sc,Time(s),Flight Code,Aircraft & origin-destination,flight time,Labeled Time(MM:SS),Labels,Labeled Time(s),,,video lengths(SS),video lengths(MM:SS),video lengths(s)
,22467,1655947826, CX1OS , Boeing 777 Melbourne ~ Hong Kong , Flight Time: 9:00,21:19 , Cathay Pacific Boeing 777-300ER Takeoff to Hong Kong,1279,,,,,
16,22589,1655947948, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,00:31 , Atlas Air Boeing 747-8F Takeoff to Sydney ,31,,,,,
https://youtu.be/56d5HRXXNvU,22635,1655947994, FJq34 , Airbus A550 Melbourne ~ Nadi , Flight Time: 5:00,01:16 , Fiji Airways Airbus A350-900 Takeoff to Nadi ,76,,,,,
,22665,1655948024, OZ6038 , Boeing 777 Melbourne - Seoul , Flight Time: 11:10,01:48 , Asiana Airlines Boeing 777-200ER Takeoff to Seoul  ,108,,,,,
,22711,1655948070, GA717 , Airbus A330 Melbourne - Jakarta , Flight Time: 6:00,02:33 , Garuda Indonesia Airbus A330-300 Takeoff to Jakarta ,153,,,,,
,22760,1655948119, CZ344 , Airbus A380 Melbourne ~ Guangzhou , Flight Time: 9:15,03:23 , China Southern Airlines Airbus A380-800 Takeoff to Guangzhou ,203,,,,,
,22851,1655948210, EY463 , Boeing 787 Melbourne - Abu Dhabi , Flight Time: 13:30,04:59 , Etihad Airways Boeing 787-9 Takeoff to Abu Dhabi  ,299,,,,,
,22966,1655948325, EK405 , Boeing 777 Melbourne ~ Singapore , Flight Time: 7:15,06:58 , Emirates Boeing 777-300ER Takeoff to Singapore ,418,,,,,
,23025,1655948384, LA80S , Boeing 787 Melbourne ~ Santiago , Flight Time: 12:25,07:48 , LAN Chile Boeing 787-8 Takeoff to Santiago ,468,,,,,
,23055,1655948414, TG46e , Airbus A330 Melbourne - Bangkok , Flight Time: 8:20,08:16 , Thai Airways Airbus A330-300 Takeoff to Bangkok,496,,,,,
,23090,1655948449, D7212 , Airbus A550 Kuala Lumpur - Melbourne , Flight Time: 7:30,08:55 , AirAsia X Airbus A330-300 Landing from Kuala Lumpur ,535,,,,,
,23121,1655948480, SQ7293 , Boeing 747F Auckland - Melbourne , Flight Time: 3:30,09:24 , Singapore Airlines Cargo Boeing 747-400F Landing from Auckland ,564,,,,,
,23151,1655948510, TG461 , Airbus A350 Bangkok - Melbourne , Flight Time: 8:15,09:54 , Thai Airways Airbus A350-900 Landing from Bangkok ,594,,,,,
,23181,1655948540, FUq931 , Airbus A330 Nadi - Melbourne , Flight Time: 5:00,10:24 , Fiji Airways Airbus A330-300 Landing from Nadi,624,,,,,
,23214,1655948573, SQ217 , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,11:01 , Singapore Airlines Airbus A380-800 Landing from Singapore ,661,,,,,
,23247,1655948606, cis7 , Airbus Aso Taipei - Melbourne , Flight Time: 10:35,11:28 , China Airlines Airbus A350-900 Landing from Taipei  ,688,,,,,
,23290,1655948649, TG4es , Airbus A350 Bangkok - Melbourne , Flight Time: 8:10,12:12 , Thai Airways Airbus A350-900 Landing from Bangkok,732,,,,,
,23335,1655948694, TT664 , Boeing 737 Canberra - Melbourne , Flight Time: 0:45,12:56 , Tigerair Australia Boeing 737-800 Landing from Canberra ,776,,,,,
,23376,1655948735, QR8892 , Boeing 777F Singapore - Melbourne , Flight Time: 7:00,13:37 , Qatar Airways Boeing 777-200F Landing from Singapore ,817,,,,,
,23408,1655948767, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,14:10 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur ,850,,,,,
,23438,1655948797, JD4e1 , Airbus A330 Qingdao - Melbourne , Flight Time: 10:45,14:40 , Beijing Capital Airlines Airbus A330-300 Landing from Qingdao ,880,,,,,
,23499,1655948858, SQ208 , Boeing 787 Melbourne - Singapore , Flight Time: 7:00,15:41 , Singapore Airlines Boeing 787-10 Landing from Singapore ,941,,,,,
,23549,1655948908, JQ30 , Boeing 787 Bangkok - Melbourne , Flight Time: 8:10,16:30 , Jetstar Boeing 787-8 Landing from Bangkok,990,,,,,
,23595,1655948954, CX104 , Airbus ASSO Hong Kong - Melbourne , Flight Time: 9:00,17:21 , Cathay Pacific Airbus A350-900 Landing from Hong Kong,1041,,,,,
,23645,1655949004, VAG84 , Boeing 737 Perth - Melbourne , Flight Time: 3:30,18:06 , Virgin Australia Boeing 737-700 Landing from Perth,1086,,,,,
,23684,1655949043, CX163 , Airbus A330 Hong Kong - Melbourne , Flight Time: 7:00,18:45 , Cathay Pacific Airbus A330-300 Landing from Hong Kong,1125,,,,,
,23734,1655949093, JL773 , Boeing 787 Tokyo - Melbourne , Flight Time: 11:30,19:35 , Japan Airlines Boeing 787-8 Landing from Tokyo ,1175,,,,,
,23841,1655949200, EK407 , Airbus A380 Melbourne - Dubai , Flight Time: 13:10,21:25 , Emirates Airbus A380-800 Takeoff to Dubai ,1285,,,,,
,23899,1655949258, QRIOS , Airbus A380 Melbourne - Doha , Flight Time: 13:45,20:20 , Qatar Airways Airbus A380-800 Takeoff to Doha ,1220,,,,,
,23960,1655949319, EK409 , Airbus A380 Melbourne - Dubai , Flight Time: 13:10,23:24 , Emirates Airbus A380-800 Landing from Dubai ,1404,,,,,
,24005,1655949364, S$Q208 , Airbus A350 Melbourne - Singapore , Flight Time: 7:00,24:06 , Singapore Airlines Airbus A350-900 Takeoff to Singapore ,1446,,,,,
,24077,1655949436, QFq , Boeing 787 Melbourne - Perth , Flight Time: 3:30,25:18 , Qantas Boeing 787=9 Takeoff to Perth,1518,,,,,
,24124,1655949483, FJq93S , Boeing 737 Nadi - Melbourne , Flight Time: 5:00,26:07 , Fiji Airways Boeing 737-800 Landing from Nadi,1567,,,,,
,24167,1655949526, QF467 , Boeing 737 Sydney - Melbourne , Flight Time: 1:00,26:50 , Qantas Boeing 737-800 Landing from Sydney ,1610,,,,,
,24203,1655949562, MU734 , Airbus A330 Shanghai - Melbourne , Flight Time: 10:00,27:27 , China Eastern Airlines Airbus A330-200 Landing from Shanghai ,1647,,,,,
,24249,1655949608, SB110 , Airbus A320 Noumea - Melbourne , Flight Time: 3:45,28:09 , Aircalin Airbus A320-200 Landing from Noumea ,1689,,,,,
,24295,1655949654, OD177 , Boeing 737 Denpasar - Melbourne , Flight Time: 5:00,28:56 , Malindo Boeing 737-900 Landing from Denpasar ,1736,,,,,
,24334,1655949693, $Q207 , Boeing 787 Singapore - Melbourne , Flight Time: 7:00,29:37 , Singapore Airlines Boeing 787-10 Landing from Singapore ,1777,,,,,
,24367,1655949726, EK2665 , Boeing 777 Auckland - Melbourne , Flight Time: 3:30,30:08 , Emirates Boeing 777-300ER Landing from Auckland,1808,,,,,
,24409,1655949768, QF409 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,30:56 , Qantas Airbus A330-300 Landing from Sydney ,1856,,,,,
17,24477,1655949836, BIS , Boeing 787 Brunei - Melbourne , Flight Time: 6:00,00:00 , Royal Brunei Airlines Boeing 787-8 Landing from Brunei  ,0,,,,,
https://youtu.be/eU3nT8Fz5AI,24510,1655949869, PR209 , Airbus A330 Manila - Melbourne , Flight Time: 8:35,00:35 , Philippine Airlines Airbus A330-300 Landing from Manila,35,,,,,
,24542,1655949901, QR883e , Boeing 777 Doha - Melbourne , Flight Time: 13:45,01:08 , Qatar Airways Boeing 777-300ER Landing from Doha ,68,,,,,
,24584,1655949943, EK2665 , Boeing 777 Auckland - Melbourne , Flight Time: 3:30,01:48 , Emirates Boeing 777-300ER Landing from Auckland ,108,,,,,
,24642,1655950001, P0246 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,02:51 , Polar Air Cargo Boeing 747-400F Landing from Sydney ,171,,,,,
,24680,1655950039, YQ2 , Boeing 787 Honolulu - Melbourne , Flight Time: 10:05,03:26 , Jetstar Boeing 787-8 Landing from Honolulu ,206,,,,,
,24708,1655950067, QF3O , Boeing 787 Hong Kong - Melbourne , Flight Time: 7:00,03:52 , Qantas Boeing 787-9 Landing from Hong Kong ,232,,,,,
,24743,1655950102, CX135 , Airbus A350 Hong Kong - Melbourne , Flight Time: 9:00,04:30 , Cathay Pacific Airbus A350-900 Landing from Hong Kong,270,,,,,
,24780,1655950139, EK406 , Boeing 777 Dubai - Melbourne , Flight Time: 13:00,05:10 , Emirates Boeing 777-300ER Landing from Dubai ,310,,,,,
,24823,1655950182, NZ123 , Boeing 787 Auckland - Melbourne , Flight Time: 3:00,05:48 , Air New Zealand Boeing 787-9 Landing from Auckland ,348,,,,,
,24868,1655950227, QR8892 , Boeing 777F Singapore - Melbourne , Flight Time: 7:00,06:34 , Qatar Airways Cargo Boeing 777-200F Landing from Singapore ,394,,,,,
,24904,1655950263, VA28S4 , Boeing 777 San Francisco - Melbourne , Flight Time: 13:55,07:09 , United Airlines Boeing 777-300ER Landing from San Francisco ,429,,,,,
,24940,1655950299, QF7S5S6 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,07:43 , Atlas Air Boeing 747-8F Landing from Sydney ,463,,,,,
,24978,1655950337, SQ227 , Boeing 777 Singapore - Melbourne , Flight Time: 7:00,08:24 , Singapore Airlines Boeing 777-300ER Landing from Singapore  ,504,,,,,
,25011,1655950370, QF80 , Airbus A330 Tokyo - Melbourne , Flight Time: 11:45,08:58 , Qantas Airbus A330-300 Landing from Tokyo ,538,,,,,
,25046,1655950405, AC37 , Boeing 787 Vancouver - Melbourne , Flight Time: 14:45,09:32 , Air Canada Boeing 787-9 Landing from Vancouver ,572,,,,,
,25077,1655950436, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,10:03 , Etihad Airways Airbus A380-800 Landing from Abu Dhabi ,603,,,,,
,25132,1655950491, QF7SS6 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,10:58 , Atlas Air Boeing 747-400F Landing from Sydney,658,,,,,
,25170,1655950529, SQ217 , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,11:36 , Singapore Airlines Cargo Boeing 747-400F Landing from Singapore ,696,,,,,
,25201,1655950560, $Q207 , Boeing 787 Singapore ~ Melbourne , Flight Time: 7:00,12:07 , Singapore Airlines Boeing 787-10 Landing from Singapore  ,727,,,,,
,25243,1655950602, JD46e1 , Airbus A330 Qingdao - Melbourne , Flight Time: 10:45,12:59 , Capital Airlines Airbus A330-300 Landing from Qingdao  ,779,,,,,
,25285,1655950644, QF7533 , Boeing 767F Sapporo - Melbourne , Flight Time: 11:45,13:32 , Qantas Freight Boeing 767-300F Landing from Sapporo ,812,,,,,
,25323,1655950682, QRI04 , Airbus A380 Doha - Melbourne , Flight Time: 13:45,14:10 , Qatar Airways Airbus A380-800 Landing from Doha ,850,,,,,
,25356,1655950715, VDA2048 , AN-124F Nadi - Melbourne , Flight Time: 5:30,14:44 , Volga Dnepr Antonov AN-124F Landing from Nadi,884,,,,,
,25394,1655950753, CX28 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,15:20 , Cathay Pacific Cargo Boeing 747-8F Landing from Sydney ,920,,,,,
,25432,1655950791, QRI04 , Airbus A350 Doha - Melbourne , Flight Time: 13:45,15:57 , Qatar Airways Airbus A350-1000 Landing from Doha ,957,,,,,
,25472,1655950831, QR8836 , Boeing 777 Doha - Melbourne , Flight Time: 13:45,16:38 , Qatar Airways Boeing 777-300ER Landing from Doha ,998,,,,,
,25509,1655950868, S$Q237 , Airbus A350 Singapore - Melbourne , Flight Time: 7:00,17:16 , Singapore Airlines Airbus A350-900 Landing from Singapore ,1036,,,,,
,25555,1655950914, C€Z321 , Airbus A330 Guangzhou - Melbourne , Flight Time: 9:45,18:03 , China Southern Airlines Airbus A330-300 Landing from Guangzhou ,1083,,,,,
,25598,1655950957, CX104 , Airbus ASSO Hong Kong - Melbourne , Flight Time: 9:00,18:50 , Cathay Pacific Airbus A350-900 Landing from Hong Kong ,1130,,,,,
,25641,1655951000, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,19:28 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur ,1168,,,,,
,25678,1655951037, QR8836 , Boeing 777 Doha - Melbourne , Flight Time: 13:45,20:04 , Qatar Airways Boeing 777-300ER Landing from Doha ,1204,,,,,
,25711,1655951070, QF409 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,20:39 , Qantas Airbus A330-300 Landing from Sydney ,1239,,,,,
,25743,1655951102, 3U602 , Airbus A550 Chengdu - Melbourne , Flight Time: 9:45,21:09 , Sichuan Airlines Airbus A350-900 Landing from Chengdu ,1269,,,,,
,25777,1655951136, JQ3O0 , Boeing 787 Bangkok - Melbourne , Flight Time: 8:10,21:43 , Jetstar Boeing 787-8 Landing from Bangkok ,1303,,,,,
,25814,1655951173, EK9820 , Boeing 777F Sydney - Melbourne , Flight Time: 1:00,22:19 , Emirates SkyCargo Boeing 777-200F Landing from Sydney ,1339,,,,,
,25849,1655951208, ULeo4 , Airbus A330 Colombo - Melbourne , Flight Time: 10:15,22:54 , SriLankan Airlines Airbus A330-300 Landing from Colombo ,1374,,,,,
,25883,1655951242, VAG84 , Airbus A330 Perth - Melbourne , Flight Time: 3:30,23:28 , Virgin Australia Airbus A330-200 Landing from Perth,1408,,,,,
,25921,1655951280, MU734 , Boeing 777 Shanghai - Melbourne , Flight Time: 10:10,24:07 , China Eastern Airlines Boeing 777-300ER Landing from Shanghai ,1447,,,,,
,25961,1655951320, NZ125 , Boeing 777 Auckland - Melbourne , Flight Time: 3:30,24:46 , Air New Zealand Boeing 777-200ER Landing from Auckland,1486,,,,,
,26001,1655951360, MF803 , Boeing 787 Xiamen - Melbourne , Flight Time: 9:45,25:26 , Xiamen Air Boeing 787-9 Landing from Xiamen ,1526,,,,,
,26039,1655951398, HJ1 , Boeing 757F Auckland - Melbourne , Flight Time: 3:30,26:02 , DHL Boeing 757-200F Landing from Auckland ,1562,,,,,
18,26112,1655951471, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,00:00 , FedEx McDonnell Douglas MD-11F Landing from Singapore ,0,,,,,
https://youtu.be/YGwIlSdnUlk,26155,1655951514, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,00:44 , FedEx McDonnell Douglas MD-11F Landing from Singapore  ,44,,,,,
,26222,1655951581, FX155 , McDonnell Douglas MD-11F Sydney - Guangzhou , Flight Time: 8:45,01:50 , FedEx McDonnell Douglas MD-11F Takeoff to Guangzhou ,110,,,,,
,26266,1655951625, 5X34 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 4:30,02:34 , UPS McDonnell Douglas MD-11F Landing from Honolulu ,154,,,,,
,26290,1655951649, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,02:58 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,178,,,,,
,26325,1655951684, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,03:34 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,214,,,,,
,26374,1655951733, FX6013 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:00,04:22 , FedEx McDonnell Douglas MD-11F Landing from Singapore,262,,,,,
,26400,1655951759, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,04:48 , FedEx McDonnell Douglas MD-11F Landing from Singapore,288,,,,,
,26432,1655951791, FX6013 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:00,05:20 , FedEx McDonnell Douglas MD-11F Landing from Singapore,320,,,,,
,26481,1655951840, FX9077 , McDonnell Douglas MD-11F Sydney - Singapore , Flight Time: 7:10,06:10 , FedEx McDonnell Douglas MD-11F Takeoff to Singapore ,370,,,,,
,26523,1655951882, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,06:53 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,413,,,,,
,26560,1655951919, 5X34 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 4:30,07:28 , UPS McDonnell Douglas MD-11F Landing from Honolulu ,448,,,,,
,26664,1655952023, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,09:16 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,556,,,,,
,26734,1655952093, FX155 , McDonnell Douglas MD-11F Sydney - Guangzhou , Flight Time: 8:45,10:25 , FedEx McDonnell Douglas MD-11F Takeoff to Guangzhou ,625,,,,,
,26790,1655952149, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,11:19 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,679,,,,,
,26865,1655952224, FX9077 , McDonnell Douglas MD-11F Sydney - Singapore , Flight Time: 7:10,12:36 , FedEx McDonnell Douglas MD-11F Takeoff to Singapore  ,756,,,,,
,26899,1655952258, FX9077 , McDonnell Douglas MD-11F Sydney - Singapore , Flight Time: 7:10,13:09 , FedEx McDonnell Douglas MD-11F Takeoff to Singapore  ,789,,,,,
,26935,1655952294, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,13:45 , FedEx McDonnell Douglas MD-11F Landing from Singapore ,825,,,,,
,27006,1655952365, FX155 , McDonnell Douglas MD-11F Sydney - Guangzhou , Flight Time: 8:45,14:55 , FedEx McDonnell Douglas MD-11F Takeoff to Guangzhou  ,895,,,,,
,27021,1655952380, FX6013 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:00,15:10 , FedEx McDonnell Douglas MD-11F Landing from Singapore,910,,,,,
,27059,1655952418, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,15:50 , FedEx McDonnell Douglas MD-11F Landing from Singapore ,950,,,,,
,27221,1655952580, 5X33 , McDonnell Douglas MD-11F Sydney - Seoul , Flight Time: 10:05,18:35 , UPS McDonnell Douglas MD-11F Takeoff to Seoul ,1115,,,,,
,27263,1655952622, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,19:15 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,1155,,,,,
,27389,1655952748, FX155 , McDonnell Douglas MD-11F Sydney - Guangzhou , Flight Time: 8:45,21:17 , FedEx McDonnell Douglas MD-11F Takeoff to Guangzhou  ,1277,,,,,
,27411,1655952770, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,21:39 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,1299,,,,,
,27457,1655952816, 5X33 , McDonnell Douglas MD-11F Sydney - Seoul , Flight Time: 10:05,22:29 , UPS McDonnell Douglas MD-11F Takeoff to Seoul,1349,,,,,
,27535,1655952894, FX155 , McDonnell Douglas MD-11F Sydney - Guangzhou , Flight Time: 8:45,23:44 , FedEx McDonnell Douglas MD-11F Takeoff to Guangzhou,1424,,,,,
,27565,1655952924, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,24:14 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,1454,,,,,
19,27621,1655952980, QF29 , Boeing 747 Melbourne - Hong Kong , Flight Time: 4:00,00:00 , Qantas Boeing 747-400 Takeoff to Hong Kong,0,,,,,
https://youtu.be/xDavqH5AC4k,27711,1655953070, VDA3664 , Ilyushin IL-76 Melbourne - Surabaya , Flight Time: 6:00,01:34 , Volga Dnepr Ilyushin IL-76 Takeoff to Surabaya ,94,,,,,
,27754,1655953113, QFq , Boeing 787 Melbourne - Perth , Flight Time: 3:30,02:14 , Qantas Boeing 787-9 Takeoff to Perth ,134,,,,,
,27770,1655953129, $B111 , Airbus A330 Melbourne - Noumea , Flight Time: 3:50,02:31 , Air Caraibes Airbus A330-200 Takeoff to Noumea ,151,,,,,
,27799,1655953158, ASYS3 , Airbus A340 Melbourne ~ Sydney , Flight Time: 1:00,03:01 , HiFly Airbus A340-300 Takeoff to Sydney ,181,,,,,
,27885,1655953244, NZ124 , Boeing 777 Melbourne - Auckland , Flight Time: 3:30,04:26 , Air New Zealand Boeing 777-300ER Takeoff to Auckland ,266,,,,,
,27939,1655953298, LA80S , Boeing 787 Melbourne ~ Santiago , Flight Time: 12:25,05:19 , LAN Chile Boeing 787-9 Takeoff to Santiago ,319,,,,,
,27960,1655953319, CX29 , Boeing 747F Melbourne - Hong Kong , Flight Time: 4:15,05:42 , Cathay Pacific Cargo Boeing 747-8F Takeoff to Hong Kong,342,,,,,
,27989,1655953348, UL@os , Airbus A330 Melbourne - Colombo , Flight Time: 10:15,06:10 , SriLankan Airlines Airbus A330-300 Takeoff to Colombo  ,370,,,,,
,28018,1655953377, PR208 , Airbus A330 Melbourne - Manila , Flight Time: 8:45,06:40 , Philippine Airlines Airbus A330-300 Takeoff to Manila ,400,,,,,
,28048,1655953407, VA23 , Boeing 777 Melbourne - Los Angeles , Flight Time: 13:45,07:10 , Virgin Australia Boeing 777-300ER Takeoff to Los Angeles ,430,,,,,
,28174,1655953533, SQ7293 , Boeing 747F Melbourne - Singapore , Flight Time: 7:00,09:15 , Singapore Airlines Cargo Boeing 747-400F Takeoff to Singapore ,555,,,,,
,28217,1655953576, EY46@3 , Boeing 777 Melbourne - Abu Dhabi , Flight Time: 13:30,09:58 , Etihad Airways Boeing 777-300ER Takeoff to Abu Dhabi ,598,,,,,
,28244,1655953603, TG466 , Boeing 777 Melbourne - Bangkok , Flight Time: 8:10,10:25 , Thai Airways Boeing 777-300ER Takeoff to Bangkok,625,,,,,
,28277,1655953636, MH148 , Airbus A330 Melbourne - Kuala Lumpur , Flight Time: 7:30,10:57 , Malaysia Airlines Airbus A330-300 Takeoff to Kuala Lumpur ,657,,,,,
,28308,1655953667, P0247 , Boeing 747F Melbourne - Shenzhen , Flight Time: 9:20,11:28 , Polar Air Cargo Boeing 747-400F Takeoff to Shenzhen ,688,,,,,
,28335,1655953694, AC38 , Boeing 787 Melbourne - Vancouver , Flight Time: 14:45,11:57 , Air Canada Boeing 787-9 Takeoff to Vancouver ,717,,,,,
,28358,1655953717, CZ344 , Airbus A330 Melbourne - Guangzhou , Flight Time: 4:45,12:18 , China Southern Airlines Airbus A330-300 Takeoff to Gaungzhou ,738,,,,,
,28427,1655953786, TG466 , Boeing 777 Melbourne - Bangkok , Flight Time: 8:10,13:27 , Thai Airways Boeing 777-300ER Takeoff to Bangkok,807,,,,,
,28470,1655953829, SQ238 , Boeing 777 Melbourne - Singapore , Flight Time: 7:00,14:11 , Singapore Airlines Boeing 777-300ER Takeoff to Singapore  ,851,,,,,
,28516,1655953875, JD4e@2 , Airbus A330 Melbourne ~ Qingdao , Flight Time: 10:45,14:57 , Capital Airlines Airbus A330-200 Takeoff to Qingdao ,897,,,,,
,28547,1655953906, VA87 , Airbus A330 Melbourne - Hong Kong , Flight time: 9:00,15:29 , Virgin Australia Airbus A330-200 Takeoff to Hong Kong ,929,,,,,
,28574,1655953933, QFss , Airbus A380 Melbourne - Singapore , Flight Time: 7:00,15:55 , Qantas Airbus A380-800 Takeoff to Singapore ,955,,,,,
,28719,1655954078, P0247 , Boeing 747F Melbourne - Shenzhen , Flight Time: 9:20,18:20 , Polar Air Cargo Boeing 747-400F Takeoff to Shenzhen ,1100,,,,,
,28770,1655954129, QFss , Airbus A380 Melbourne ~ Singapore , Flight Time: 7:00,19:12 , Qantas Airbus A380-800 Takeoff to Singapore ,1152,,,,,
,28799,1655954158, VN780 , Boeing 787 Melbourne - Ho Chi Minh City , Flight Time: 8:20,19:39 , Vietnam Airlines Boeing 787-9 Takeoff to Ho Chi Minh City ,1179,,,,,
,28876,1655954235, SQ238 , Boeing 777 Melbourne - Singapore , Flight Time: 7:00,20:57 , Singapore Airlines Boeing 777-300ER Takeoff to Singapore,1257,,,,,
20,28971,1655954330, EY4S0 , Airbus A580 Abu Dhabi - Sydney , Flight Time 13:45,00:00 , Etihad Airways Airbus A380-800 Landing from Abu Dhabi  ,0,,,,,
https://youtu.be/SoPW6J2mlz0,29012,1655954371, SQ241 , Boeing 787 Singapore - Sydney , Flight Time: 7:00,00:43 , Singapore Airlines Boeing 787-10 Landing from Singapore ,43,,,,,
